sno,state,district,assessment_unit,rainfall_mm_c,rainfall_mm_nc,rainfall_mm_pq,rainfall_mm_total,total_geographical_area_ha_recharge_worthy_area_ha_c,total_geographical_area_ha_recharge_worthy_area_ha_nc,total_geographical_area_ha_recharge_worthy_area_ha_pq,total_geographical_area_ha_recharge_worthy_area_ha_total,total_geographical_area_ha_hilly_area,total_geographical_area_ha_total,ground_water_recharge_ham_rainfall_recharge_c,ground_water_recharge_ham_rainfall_recharge_nc,ground_water_recharge_ham_rainfall_recharge_pq,ground_water_recharge_ham_rainfall_recharge_total,ground_water_recharge_ham_canals_c,ground_water_recharge_ham_canals_nc,ground_water_recharge_ham_canals_pq,ground_water_recharge_ham_canals_total,ground_water_recharge_ham_surface_water_irrigation_c,ground_water_recharge_ham_surface_water_irrigation_nc,ground_water_recharge_ham_surface_water_irrigation_pq,ground_water_recharge_ham_surface_water_irrigation_total,ground_water_recharge_ham_ground_water_irrigation_c,ground_water_recharge_ham_ground_water_irrigation_nc,ground_water_recharge_ham_ground_water_irrigation_pq,ground_water_recharge_ham_ground_water_irrigation_total,ground_water_recharge_ham_tanks_and_ponds_c,ground_water_recharge_ham_tanks_and_ponds_nc,ground_water_recharge_ham_tanks_and_ponds_pq,ground_water_recharge_ham_tanks_and_ponds_total,ground_water_recharge_ham_water_conservation_structure_c,ground_water_recharge_ham_water_conservation_structure_nc,ground_water_recharge_ham_water_conservation_structure_pq,ground_water_recharge_ham_water_conservation_structure_total,ground_water_recharge_ham_pipelines_c,ground_water_recharge_ham_pipelines_nc,ground_water_recharge_ham_pipelines_pq,ground_water_recharge_ham_pipelines_total,ground_water_recharge_ham_sewages_and_flash_flood_channels_c,ground_water_recharge_ham_sewages_and_flash_flood_channels_nc,ground_water_recharge_ham_sewages_and_flash_flood_channels_pq,ground_water_recharge_ham_sewages_and_flash_flood_channels_total,ground_water_recharge_ham_c,ground_water_recharge_ham_nc,ground_water_recharge_ham_pq,ground_water_recharge_ham_total,inflows_and_outflows_ham_base_flow_c,inflows_and_outflows_ham_base_flow_nc,inflows_and_outflows_ham_base_flow_pq,inflows_and_outflows_ham_base_flow_total,inflows_and_outflows_ham_stream_recharges_c,inflows_and_outflows_ham_stream_recharges_nc,inflows_and_outflows_ham_stream_recharges_pq,inflows_and_outflows_ham_stream_recharges_total,inflows_and_outflows_ham_lateral_flows_c,inflows_and_outflows_ham_lateral_flows_nc,inflows_and_outflows_ham_lateral_flows_pq,inflows_and_outflows_ham_lateral_flows_total,inflows_and_outflows_ham_vertical_flows_c,inflows_and_outflows_ham_vertical_flows_nc,inflows_and_outflows_ham_vertical_flows_pq,inflows_and_outflows_ham_vertical_flows_total,inflows_and_outflows_ham_evaporation_c,inflows_and_outflows_ham_evaporation_nc,inflows_and_outflows_ham_evaporation_pq,inflows_and_outflows_ham_evaporation_total,inflows_and_outflows_ham_transpiration_c,inflows_and_outflows_ham_transpiration_nc,inflows_and_outflows_ham_transpiration_pq,inflows_and_outflows_ham_transpiration_total,inflows_and_outflows_ham_evapotranspiration_c,inflows_and_outflows_ham_evapotranspiration_nc,inflows_and_outflows_ham_evapotranspiration_pq,inflows_and_outflows_ham_evapotranspiration_total,inflows_and_outflows_ham_c,inflows_and_outflows_ham_nc,inflows_and_outflows_ham_pq,inflows_and_outflows_ham_total,annual_ground_water_recharge_ham_c,annual_ground_water_recharge_ham_nc,annual_ground_water_recharge_ham_pq,annual_ground_water_recharge_ham_total,environmental_flows_ham_c,environmental_flows_ham_nc,environmental_flows_ham_pq,environmental_flows_ham_total,annual_extractable_ground_water_resource_ham_c,annual_extractable_ground_water_resource_ham_nc,annual_extractable_ground_water_resource_ham_pq,annual_extractable_ground_water_resource_ham_total,ground_water_extraction_for_all_uses_ham_domestic_c,ground_water_extraction_for_all_uses_ham_domestic_nc,ground_water_extraction_for_all_uses_ham_domestic_pq,ground_water_extraction_for_all_uses_ham_domestic_total,ground_water_extraction_for_all_uses_ham_industrial_c,ground_water_extraction_for_all_uses_ham_industrial_nc,ground_water_extraction_for_all_uses_ham_industrial_pq,ground_water_extraction_for_all_uses_ham_industrial_total,ground_water_extraction_for_all_uses_ham_irrigation_c,ground_water_extraction_for_all_uses_ham_irrigation_nc,ground_water_extraction_for_all_uses_ham_irrigation_pq,ground_water_extraction_for_all_uses_ham_irrigation_total,ground_water_extraction_for_all_uses_ham_c,ground_water_extraction_for_all_uses_ham_nc,ground_water_extraction_for_all_uses_ham_pq,ground_water_extraction_for_all_uses_ham_total,stage_of_ground_water_extraction_%_c,stage_of_ground_water_extraction_%_nc,stage_of_ground_water_extraction_%_pq,stage_of_ground_water_extraction_%_total,allocation_of_ground_water_resource_for_domestic_utilisation_for_projected_year_2025_ham_c,allocation_of_ground_water_resource_for_domestic_utilisation_for_projected_year_2025_ham_nc,allocation_of_ground_water_resource_for_domestic_utilisation_for_projected_year_2025_ham_pq,allocation_of_ground_water_resource_for_domestic_utilisation_for_projected_year_2025_ham_total,net_annual_ground_water_availability_for_future_use_ham_c,net_annual_ground_water_availability_for_future_use_ham_nc,net_annual_ground_water_availability_for_future_use_ham_pq,net_annual_ground_water_availability_for_future_use_ham_total,quality_tagging_major_parameter_present_c,quality_tagging_major_parameter_present_nc,quality_tagging_major_parameter_present_pq,quality_tagging_other_parameters_present_c,quality_tagging_other_parameters_present_nc,quality_tagging_other_parameters_present_pq,additional_potential_resources_under_specific_conditionsham_waterlogged_and_shallow_water_table,additional_potential_resources_under_specific_conditionsham_flood_prone,additional_potential_resources_under_specific_conditionsham_spring_discharge,coastal_areas_c,coastal_areas_nc,coastal_areas_pq,coastal_areas_total,in-storage_unconfined_ground_water_resourcesham_fresh,in-storage_unconfined_ground_water_resourcesham_saline,total_ground_water_availability_in_unconfined_aquifier_ham_fresh,total_ground_water_availability_in_unconfined_aquifier_ham_saline,dynamic_confined_ground_water_resourcesham_fresh,dynamic_confined_ground_water_resourcesham_saline,in-storage_confined_ground_water_resourcesham_fresh,in-storage_confined_ground_water_resourcesham_saline,total_confined_ground_water_resources_ham_fresh,total_confined_ground_water_resources_ham_saline,dynamic_semi_confined_ground_water_resources_ham_fresh,dynamic_semi_confined_ground_water_resources_ham_saline,in-storage_semi_confined_ground_water_resources_ham_fresh,in-storage_semi_confined_ground_water_resources_ham_saline,total_semi-confined_ground_water_resources_ham_fresh,total_semi-confined_ground_water_resources_ham_saline,total_ground_water_availability_in_the_area_ham_fresh,total_ground_water_availability_in_the_area_ham_saline
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ANDAMAN AND NICOBAR ISLANDS,N & M ANDAMAN,,0.0,3015.7,0.0,3015.7,0.0,58040.0,0.0,58040.0,286106.0,344146.0,0.0,16376.36,0.0,16376.36,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.9,0.0,151.9,0.0,0.0,0.0,0.0,,,,,,,,,0.0,16528.26,0.0,16528.26,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16528.26,0.0,16528.26,0.0,1652.84,0.0,1652.84,0.0,14875.42,0.0,14875.42,,262.063065,,262.063065,,83.244524676865,,83.244524676865,,0.804,,0.804,,346.11,,346.11,,2.32672422022369,,2.32672422022369,0.0,269.19,0.0,269.19,0.0,14522.18,0.0,14522.18,,,,,,,0.0,0.0,0.0,,,,,0.0,0.0,14875.4199999999,0.0,0.0,,0.0,,0.0,,,,,,,,14875.4199999999,0.0
2,ANDAMAN AND NICOBAR ISLANDS,NICOBAR,,0.0,2805.2,2805.19999999999,2805.2,0.0,37247.0,828.0,38075.0,156091.0,194166.0,0.0,10996.24,348.4,11344.64,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.14,0.0,16.14,0.0,0.0,0.0,0.0,,,,,,,,,0.0,11012.38,348.4,11360.78,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11012.38,348.4,11360.78,0.0,1101.25,34.84,1136.09,0.0,9911.13,313.56,10224.69,,88.2878425,3.15177499999999,91.4396175,,0.945722794520548,0.0,0.945722794520548,,0.253,0.0,0.253,,89.45,3.15,92.6,,0.902520701473999,1.00459242250287,0.902520701473999,0.0,90.68,3.24,90.68,0.0,9819.27999999999,310.32,9819.27999999999,,,,,,,0.0,0.0,0.0,,,,,0.0,0.0,9911.13,313.56,0.0,,0.0,,0.0,,,,,,,,9911.13,313.56
3,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,,0.0,3015.7,0.0,3015.7,0.0,31524.0,0.0,31524.0,215321.0,246845.0,0.0,10777.26,0.0,10777.26,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.46,0.0,20.46,0.0,0.0,0.0,0.0,,,,,,,,,0.0,10797.72,0.0,10797.72,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10797.72,0.0,10797.72,0.0,1079.76,0.0,1079.76,0.0,9717.96,0.0,9717.96,,322.8561875,,322.8561875,,13.6100974999999,,13.6100974999999,,10.647,,10.647,,347.12,,347.12,,3.5719430827046,,3.5719430827046,0.0,331.62,0.0,331.62,0.0,9362.07,0.0,9362.07,,,,,,,0.0,0.0,0.0,,,,,0.0,0.0,9717.96,0.0,0.0,,0.0,,0.0,,,,,,,,9717.96,0.0
4,ARUNACHAL PRADESH,ANJAW,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619000.0,619000.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,0.0,0.0
5,ARUNACHAL PRADESH,CHANGLANG,,0.0,2222.9,0.0,2222.89999999999,0.0,53000.0,0.0,53000.0,413199.999999999,466199.999999999,0.0,19742.16,0.0,19742.16,,,,,0.0,10336.2,0.0,10336.2,0.0,29.1599999999999,0.0,29.1599999999999,,,,,,,,,,,,,,,,,0.0,30107.52,0.0,30107.52,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30107.52,0.0,30107.52,0.0,3010.77,0.0,3010.77,0.0,27096.75,0.0,27096.75,,182.821278474999,,182.821278474999,,0.0,,0.0,,64.8,,64.8,,247.62,,247.62,,0.913836530211187,,0.913836530211187,0.0,225.589999999999,0.0,225.589999999999,0.0,26806.36,0.0,26806.36,,,,,,,1933.4399688,1347.1488,0.0,,,,,0.0,0.0,27096.75,0.0,0.0,,0.0,,0.0,,,,,,,,27096.75,0.0
6,ARUNACHAL PRADESH,DIBANG VALLEY,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912900.0,912900.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,0.0,0.0
7,ARUNACHAL PRADESH,EAST KAMENG,,0.0,2026.29999999999,0.0,2026.29999999999,0.0,31249.9999999999,0.0,31249.9999999999,382150.0,413400.0,0.0,11144.66,0.0,11144.66,,,,,0.0,6383.153024,0.0,6383.14,0.0,32.47,0.0,32.47,,,,,,5.68,,5.68,,,,,,,,,0.0,17565.95,0.0,17565.95,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17565.95,0.0,17565.95,0.0,1756.59,0.0,1756.59,0.0,15809.3599999999,0.0,15809.3599999999,,14.72256335,,14.72256335,,0.0,,0.0,,94.1,,94.1,,108.82,,108.82,,0.688326409165203,,0.688326409165203,0.0,23.5,0.0,23.5,0.0,15691.77,0.0,15691.77,,,,,,,0.0,621.0,0.0,,,,,0.0,0.0,15809.36,0.0,0.0,,0.0,,0.0,,,,,,,,15809.36,0.0
8,ARUNACHAL PRADESH,EAST SIANG,,0.0,4398.6,0.0,4398.6,0.0,110100.0,0.0,110100.0,250200.0,360300.0,0.0,70296.68,0.0,70296.68,,,,,0.0,9924.60549999999,0.0,9924.59999999999,0.0,40.16,0.0,40.16,,,,,,5.0,,5.0,,,,,,,,,0.0,80266.44,0.0,80266.44,,,,,,,,,,,,0.0,,,,0.0,0.0,0.08,0.0,0.08,0.0,254.72,0.0,254.72,0.0,0.0,0.0,0.0,0.0,-254.799999999999,0.0,-254.799999999999,0.0,80011.64,0.0,80011.64,0.0,8026.64,0.0,8026.64,0.0,71985.0,0.0,71985.0,,64.39847205,,64.39847205,,4.19999999999999,,4.19999999999999,,110.42,,110.42,,179.019999999999,,179.019999999999,,0.248690699451274,,0.248690699451274,0.0,75.08,0.0,75.08,0.0,71795.3,0.0,71795.3,,,,,,,3733.81360307199,748.7424,0.0,,,,,0.0,0.0,71985.0,0.0,0.0,,0.0,,0.0,,,,,,,,71985.0,0.0
9,ARUNACHAL PRADESH,KURUNG KUMEY,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604000.0,604000.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,0.0,0.0
